from,amount,to
89,"$2,697.10",228

89,"$1,567.60",408

204,$164.21,468

29,$483.50,351

62,$913.03,44

201,$475.07,228

142,$754.70,418

55,$766.71,122

62,"$1,369.39",55

377,"$4,091.66",148

34,$529.29,215

11,"$1,268.04",135

143,$792.94,211

478,"$2,826.41",70

228,$404.44,66

441,"$4,359.79",90

444,$495.17,166

439,$567.36,142

345,"$1,043.31",151

124,$923.00,333

215,$367.10,3

85,"$2,950.84",16

90,$933.25,485

364,"$2,025.01",432

258,"$2,664.99",319

433,"$1,245.43",370

473,$173.86,225

326,"$1,287.48",499

423,$871.79,123

245,"$1,457.62",440

276,$482.86,233

174,$345.40,228

237,$256.70,371

101,$390.50,348

273,"$1,447.65",393

154,$253.99,351

149,"$3,487.07",452

169,"$2,040.15",473

10,$814.15,97

84,$349.02,386

376,"$2,471.68",347

146,"$1,809.33",44

101,$362.62,467

126,"$1,292.52",224

219,$677.41,148

195,"$3,514.04",497

52,$784.83,169

369,$195.16,401

354,$320.59,314

232,"$21,148.26",357

412,$135.27,362

411,$552.00,326

191,$763.79,173

437,"$1,101.18",205

352,$335.34,108

60,"$2,156.41",194

272,$443.88,228

427,"$2,052.81",325

431,$120.30,142

490,$93.84,335

268,"$1,029.22",406

242,$784.31,25

307,"$1,069.13",143

383,"$1,488.63",375

159,$354.71,490

8,"$1,116.20",180

344,$887.78,496

239,"$1,505.29",398

292,"$3,090.04",350

201,"$1,203.04",370

72,"$1,212.72",394

267,$627.33,184

149,"$1,228.27",76

463,"$3,064.04",309

269,"$2,621.95",194

231,"$1,337.86",316

200,"$1,516.09",345

215,$726.97,241

297,"$4,761.16",375

446,"$2,174.64",446

434,$399.63,3

306,$907.92,35

151,"$2,287.72",18

65,$696.87,45

55,"$1,052.95",337

250,$870.98,185

188,$465.40,230

415,"$1,028.79",32

69,$754.20,206

54,"$2,850.06",334

386,"$4,105.73",378

467,$700.09,467

253,"$1,895.10",332

18,"$25,640.46",102

294,"$1,009.27",301

295,$484.00,220

41,$504.45,112

316,"$2,107.12",377

421,$503.93,90

484,"$3,407.68",169

330,"$1,459.95",243

256,"$2,460.55",366

492,$272.06,163

484,"$4,605.49",315

447,$199.71,343

239,$967.10,17

394,$422.16,426

177,$271.39,339

9,"$1,255.91",330

246,$460.39,121

322,"$5,341.80",244

369,$846.04,123

161,$887.57,203

242,$427.98,134

185,$804.04,479

152,$972.08,273

246,$358.67,94

118,$921.00,86

355,"$5,525.05",421

484,$284.68,217

126,$746.77,360

253,$383.88,224

78,"$1,058.02",29

198,$410.38,183

417,"$1,038.08",167

72,"$1,325.43",361

423,$512.73,288

290,$812.03,30

406,"$4,297.59",96

22,$977.00,284

431,"$9,074.85",330

291,"$1,077.45",107

149,"$4,555.98",79

327,"$1,074.99",482

451,"$3,889.73",470

199,$675.62,341

317,"$4,600.96",296

468,"$1,034.25",467

8,"$1,687.19",4

406,$827.04,367

134,$531.94,32

488,$230.64,420

500,$460.76,277

276,$977.77,134

474,$917.48,435

124,"$1,142.97",263

49,"$1,063.49",151

66,$340.28,378

196,$805.79,451

106,"$1,820.31",344

135,"$1,280.50",5

153,"$1,100.41",490

460,"$1,564.33",478

462,$619.11,195

497,"$1,135.81",154

199,$499.13,37

23,$899.81,261

120,"$1,509.97",53

258,$715.57,237

72,"$1,911.52",10

444,"$1,031.21",280

36,$447.22,206

71,$880.85,165

162,"$4,771.21",322

223,"$3,122.36",127

224,"$1,490.99",135

409,$515.26,11

402,"$2,716.00",476

70,"$1,340.44",436

427,"$2,360.61",424

126,$956.95,230

154,"$3,562.48",232

269,$349.19,166

97,"$1,243.71",211

397,"$2,804.25",382

358,$225.91,439

259,$898.89,373

240,$809.91,394

354,$233.86,332

397,$411.22,166

106,"$7,603.45",78

198,$205.68,187

198,"$2,355.11",80

443,"$2,741.97",455

160,"$2,107.74",350

74,$566.57,3

294,$439.55,453

140,"$1,201.29",40

197,"$7,055.68",244

429,"$10,312.93",316

401,$567.90,205

96,"$2,800.83",499

116,$825.52,341

343,"$1,952.70",4

51,"$1,192.54",130

319,$941.88,214

335,$410.91,448

469,"$3,557.36",364

493,"$1,183.84",181

176,$356.77,328

76,"$9,091.17",383

262,$873.02,313

126,"$11,471.85",183

29,$431.88,201

487,"$1,590.99",460

97,$909.31,288

343,"$1,317.79",141

249,"$1,391.18",240

407,"$1,533.18",365

227,"$3,628.88",71

87,"$1,508.59",455

405,$405.56,94

451,"$1,190.77",462

287,"$2,981.45",68

313,"$2,140.44",142

447,$772.03,342

160,"$1,077.19",261

337,"$2,735.96",353

227,"$1,224.84",324

332,$217.66,417

461,$247.51,474

185,$676.86,277

343,$626.88,463

488,$131.79,95

371,$722.35,36

28,"$2,153.24",498

77,"$1,594.04",319

405,$175.78,356

345,"$5,957.15",177

33,$714.63,44

100,$495.01,90

66,"$1,688.26",482

369,$419.13,91

463,"$2,004.25",462

215,"$3,101.01",159

337,"$3,320.08",72

441,"$1,547.31",457

88,$551.89,166

58,$843.30,67

293,"$1,997.92",163

277,"$1,294.24",243

146,$400.08,305

38,$479.73,283

154,$181.16,376

179,"$3,421.69",223

220,"$1,652.09",209

369,$917.40,288

84,"$2,456.26",219

147,"$10,727.93",158

225,"$1,466.43",318

283,"$1,045.35",310

51,"$2,029.44",433

282,"$2,344.43",107

314,$165.02,109

325,$213.26,458

323,$380.20,224

39,"$1,306.89",487

371,"$1,320.10",293

281,"$1,870.45",153

198,$704.64,338

137,$687.36,454

487,$675.22,330

136,$340.42,177

288,"$1,552.10",384

303,"$1,279.23",252

172,$534.48,136

460,$762.06,144

161,"$3,093.64",287

176,"$1,730.16",465

204,"$1,660.38",236

199,"$1,008.83",195

167,$778.50,119

481,"$1,875.42",430

427,"$2,165.19",487

472,$508.41,169

427,"$1,224.99",461

440,$369.29,338

18,$93.20,307

369,$179.45,242

97,"$1,497.25",47

67,"$1,717.74",178

269,$921.64,7

357,"$5,748.88",262

386,"$1,166.52",270

282,"$8,339.65",183

393,$224.50,244

341,"$1,755.66",404

300,$709.20,197

326,$812.72,267

282,$923.00,233

257,$726.38,121

36,"$1,017.45",442

172,$636.31,115

80,"$6,106.84",319

298,$695.20,51

3,"$1,365.57",211

131,"$1,480.64",445

307,"$2,747.86",106

113,"$1,189.88",164

127,"$4,421.91",313

99,$302.57,50

181,$97.24,99

448,$727.49,75

205,$312.22,37

319,"$1,284.79",307

385,"$1,025.25",99

241,"$1,438.81",167

337,"$1,650.12",257

500,$343.67,90

90,"$3,072.21",120

431,$546.59,180

482,"$2,090.04",262

488,"$5,430.58",476

235,"$7,398.57",181

186,$327.97,241

367,"$1,913.84",463

302,"$5,178.71",151

472,"$1,005.25",218

41,$405.14,425

203,"$1,416.30",292

367,$228.15,156

147,"$2,404.63",360

349,"$1,652.57",117

32,$850.96,448

371,"$1,764.00",491

51,$314.31,110

498,"$2,159.90",192

202,"$1,179.41",350

460,"$12,637.60",288

95,"$6,103.57",312

248,"$1,366.61",253

292,$435.14,135

237,"$1,132.43",361

134,$904.90,301

416,$346.24,211

95,$93.70,340

310,"$1,772.52",270

455,$575.75,347

384,$376.82,431

319,"$4,451.16",494

17,$874.95,466

225,"$1,226.04",149

391,$839.22,239

13,"$1,017.28",393

108,$518.14,166

156,$494.69,56

207,"$2,928.34",353

290,"$1,524.69",156

1,"$11,469.55",233

109,"$3,389.64",403

255,"$1,637.29",190

12,$562.73,134

296,$399.41,426

209,"$5,366.85",222

492,"$1,333.26",197

260,$492.63,234

118,"$1,468.83",53

234,$612.43,185

177,"$1,510.75",329

114,"$1,378.11",201

83,"$1,520.16",296

470,"$3,768.07",153

431,$280.51,371

288,$811.09,170

132,$474.78,118

111,$366.18,177

248,$867.55,180

33,$72.18,336

446,"$1,631.27",491

323,"$1,240.26",89

405,$812.60,127

93,$299.84,411

424,"$2,729.33",125

323,"$1,092.87",432

485,"$1,652.41",8

491,"$2,607.70",74

146,"$1,348.16",292

165,"$2,442.76",183

210,$483.00,327

143,"$5,605.97",390

369,"$1,164.20",368

275,"$1,065.74",230

266,$198.55,30

128,"$1,073.20",290

478,"$1,770.06",102

109,"$1,080.96",89

36,$530.13,494

445,"$1,676.67",6

207,$684.96,97

18,"$1,802.02",436

138,$373.79,142

73,"$1,458.63",292

79,$368.57,253

365,$377.40,340

49,$982.89,260

11,"$1,866.71",427

321,$201.73,100

423,$517.28,445

138,"$5,114.11",246

348,"$1,361.92",229

95,$269.83,229

219,$322.67,334

229,$197.28,252

496,$176.12,432

144,$443.05,111

88,$621.48,476

483,"$1,075.40",80

246,$961.75,7

21,$461.91,137

465,"$2,538.87",147

54,"$1,939.54",402

347,$690.72,131

348,"$3,553.62",40

253,"$2,584.20",342

243,$69.35,56

453,$186.35,83

263,"$2,951.44",76

232,"$2,926.87",387

249,$941.32,40

244,$382.71,243

290,"$1,059.59",438

284,$792.99,374

280,$270.50,203

152,$657.14,89

131,$600.15,256

38,"$2,698.23",50

387,$938.12,327

485,"$2,888.56",168

426,"$1,567.59",48

309,"$4,706.09",274

267,"$1,912.87",446

152,"$1,109.45",434

72,$814.99,161

494,$502.39,260

33,"$1,202.27",211

51,$441.44,63

179,"$1,525.96",51

404,"$4,270.63",218

6,$763.26,109

400,$217.97,470

165,"$5,700.11",214

228,$194.26,229

178,$807.19,352

455,$524.06,48

50,"$1,427.64",487

101,"$1,009.35",200

388,$947.79,327

293,$422.95,368

414,$864.19,61

89,"$1,411.41",28

57,"$1,526.79",149

299,"$1,180.02",432

151,"$6,135.88",445

480,$466.55,201

334,"$1,501.28",139

351,$980.88,433

127,"$1,091.48",133

204,$831.89,478

91,$447.03,159

399,"$1,278.74",139

282,"$1,371.28",358

249,$103.20,59

54,$223.54,362

368,"$2,306.44",167

185,$396.36,261

228,"$1,740.30",131

113,"$1,635.06",60

282,$882.46,5

39,$561.84,41

436,$522.50,479

168,$457.81,323

168,"$1,108.66",330

8,"$4,445.97",500

83,"$1,663.21",214

390,"$2,777.38",340

47,$334.15,71

208,$350.75,221

497,$294.83,407

378,"$1,665.97",16

35,"$2,140.29",412

59,"$2,297.33",93

71,$212.92,499

300,$526.28,219

390,$746.05,266

72,$572.55,47

440,"$3,304.35",380

91,"$4,041.69",345

216,"$1,360.13",280

337,"$1,101.17",253

137,$851.47,498

396,"$1,343.61",400

229,"$3,852.44",482

415,$484.44,38

126,"$1,240.06",104

124,"$3,791.18",91

138,$986.13,44

162,"$1,699.43",447

9,$528.43,265

169,"$4,208.94",128

412,"$1,126.74",260

136,"$5,854.95",397

330,$364.07,87

262,"$1,601.46",195

126,"$3,592.18",355

173,"$3,492.99",478

379,"$1,667.00",45

444,"$2,990.26",189

436,$405.41,245

407,"$7,882.80",315

107,$674.23,275

373,"$1,143.20",24

18,$407.58,151

129,$544.37,211

485,"$10,297.75",153

482,"$1,517.65",6

82,"$1,908.07",395

247,$216.41,206

289,$840.53,18

432,$816.43,476

202,$557.44,467

367,"$2,662.63",356

283,$951.51,446

271,"$1,026.65",82

301,$338.52,13

5,"$1,579.40",333

133,"$1,712.30",9

303,"$4,261.50",43

401,$256.34,372

278,$789.81,402

52,"$2,099.52",184

318,$840.34,47

289,"$12,338.14",176

272,"$2,479.65",473

247,"$1,163.98",473

31,"$2,055.55",228

472,"$1,229.59",84

32,$858.50,433

446,$718.79,428

157,"$1,691.98",99

266,$886.20,155

272,$288.84,163

129,$842.00,228

472,$680.69,125

363,$184.41,380

492,$185.89,491

144,"$1,005.00",478

447,$857.17,278

279,"$2,244.73",30

242,"$2,734.01",392

133,"$5,419.88",13

463,$735.22,452

140,"$1,656.19",36

201,"$4,145.34",306

203,$341.27,445

491,"$5,902.65",274

120,$442.77,2

487,"$2,294.67",374

201,"$1,463.01",124

361,$998.16,454

462,$770.72,59

484,"$3,605.33",469

334,"$3,552.89",245

69,$553.56,308

152,$975.45,358

309,$250.93,328

142,$80.52,227

198,"$1,269.00",363

292,$378.56,147

95,$943.69,395

375,"$1,413.92",209

76,$954.57,468

249,"$3,311.66",456

71,"$1,125.82",413

22,"$2,698.46",364

382,"$1,519.22",22

235,"$3,750.57",30

491,"$4,694.26",252

262,"$6,261.75",328

212,$916.40,151

476,$235.81,310

294,$505.43,6

26,"$1,398.59",403

442,"$3,097.56",280

101,"$3,787.58",215

33,$763.81,340

56,"$3,181.27",189

406,$847.44,304

284,$533.23,367

384,"$1,385.09",356

50,"$1,819.40",4

344,"$15,487.40",184

5,"$2,889.38",89

290,"$7,833.93",312

402,$563.53,259

433,$571.10,60

157,$913.34,89

124,"$1,043.50",362

217,$454.66,246

311,"$2,615.68",28

229,"$1,505.37",31

137,"$3,452.16",247

264,"$1,054.30",497

177,"$2,097.81",18

347,$374.80,254

348,$566.57,209

311,$660.55,88

91,"$1,372.10",373

84,"$1,640.26",426

229,"$1,014.06",134

118,"$1,122.96",218

273,$711.59,118

491,"$1,901.91",323

489,"$2,769.55",147

290,$334.39,471

312,$946.90,35

93,$960.55,378

370,$662.01,95

348,$797.90,392

391,"$2,000.79",204

230,$560.92,72

122,"$4,748.66",496

417,$662.29,11

172,"$11,338.50",348

466,$925.38,441

190,"$1,686.16",440

444,$408.20,185

376,"$3,397.03",95

379,$360.04,482

205,$384.99,262

440,"$2,395.34",409

189,"$1,173.98",199

80,$956.72,481

491,"$1,570.76",358

73,$801.07,279

216,"$1,207.88",421

257,$479.84,182

313,"$1,105.71",9

480,$164.34,437

481,"$1,401.74",280

3,$565.84,124

238,"$2,176.88",84

166,$765.29,500

203,"$6,306.14",102

231,$818.73,376

207,"$2,420.80",258

199,$716.50,132

347,"$2,394.64",122

443,"$2,582.22",465

76,"$1,151.60",177

180,$429.06,71

53,$554.36,336

177,$280.92,342

296,"$1,085.95",46

74,"$1,388.51",215

222,$736.94,352

319,"$1,053.23",230

82,"$1,108.50",286

289,$802.62,230

291,$521.84,110

224,$625.67,244

309,"$1,744.33",209

59,"$2,269.69",389

211,$453.19,43

475,"$2,650.67",497

93,$747.88,163

462,$364.87,47

38,"$1,962.98",385

78,"$3,369.12",89

29,"$1,990.73",69

302,"$2,213.78",202

460,"$1,508.87",325

481,$636.85,281

443,$347.81,254

266,"$1,285.17",206

266,"$2,317.06",291

21,"$1,109.62",465

403,"$1,772.06",382

194,"$1,461.91",208

18,"$1,331.76",424

164,"$6,279.31",303

122,"$5,843.56",162

33,$440.08,40

323,"$3,460.29",457

399,$861.69,73

107,$357.25,462

289,$497.45,197

119,"$1,928.25",334

381,"$1,093.58",352

456,$739.73,136

265,"$2,071.36",300

495,$913.14,495

108,"$1,697.23",309

130,"$3,571.86",291

281,"$3,954.26",24

378,"$1,987.89",463

76,"$1,935.85",63

110,$566.99,385

226,$534.29,398

181,"$2,103.59",251

405,$671.92,226

334,"$1,491.57",459

497,"$2,375.06",202

266,"$1,688.65",300

392,$800.23,63

122,$81.58,155

381,"$1,428.00",489

282,"$1,199.20",52

133,$621.46,433

288,$192.93,155

230,"$3,338.52",149

479,"$3,603.11",121

124,$578.27,321

404,"$2,607.26",33

208,"$1,042.93",265

131,$310.08,447

169,"$4,909.58",164

51,$134.99,205

193,$259.18,342

461,$220.59,228

440,$728.88,88

454,"$2,046.01",138

431,"$3,659.65",72

332,"$2,032.34",487

60,"$7,689.52",373

464,$196.36,4

195,"$1,622.96",91

165,"$1,291.83",185

307,"$1,049.92",110

84,"$1,378.86",289

385,"$1,561.73",423

450,"$1,430.79",103

225,$579.56,27

75,$919.67,349

70,"$2,799.14",331

400,"$1,504.86",259

449,"$1,043.03",132

342,$256.81,317

135,"$2,616.70",228

417,"$1,402.69",96

123,"$4,638.29",14

487,$631.92,237

324,"$1,573.29",329

310,$98.86,373

482,"$3,065.88",91

135,$295.94,108

401,$295.78,155

95,$739.31,358

273,"$9,095.49",207

321,"$7,707.90",238

342,"$5,331.48",10

378,$200.58,189

351,$585.09,133

490,"$1,038.39",191

260,$485.76,40

107,$734.40,324

329,"$1,513.41",26

395,"$2,736.00",22

44,"$8,201.35",321

216,"$1,663.12",8

303,"$1,021.96",150

201,"$1,584.02",83

481,$50.42,163

63,$289.83,362

171,$917.01,8

79,$798.65,435

444,$965.45,193

325,"$1,689.70",224

101,"$2,435.24",165

199,"$3,273.47",226

183,$958.28,496

22,"$10,661.28",353

124,"$2,627.44",378

272,$665.58,225

206,"$1,787.85",81

456,"$1,695.87",202

120,$445.09,376

361,"$4,779.35",77

436,$520.54,415

368,"$3,006.53",444

242,$150.10,138

381,$851.58,138

272,$875.15,167

130,"$1,819.95",207

309,"$2,274.62",50

170,"$1,881.43",476

374,$876.26,67

398,"$3,662.41",326

2,$307.01,373

320,$466.02,156

59,"$1,392.63",69

404,"$1,186.39",80

424,$729.98,368

79,"$2,713.21",35

249,"$2,280.81",469

223,$915.42,323

352,$582.20,228

16,$715.97,311

154,$649.08,328

225,$190.19,102

216,$706.19,395

301,"$1,694.51",365

272,"$1,057.29",354

436,$995.19,132

120,$865.14,456

287,"$4,588.54",121

304,$398.88,411

293,"$2,919.46",311

163,"$2,019.95",11

143,$571.99,82

375,$525.51,207

344,$933.50,498

113,"$1,519.70",40

256,$651.68,116

251,"$1,240.73",320

38,$555.50,230

44,$149.35,65

156,$918.06,42

418,"$2,530.96",276

420,"$12,378.09",62

130,"$1,121.53",179

121,"$1,409.44",114

88,"$2,321.56",173

294,$589.49,328

193,"$2,518.38",330

416,"$2,496.93",371

65,"$1,396.63",171

351,"$2,156.32",375

15,"$2,005.92",103

112,$702.13,42

234,$559.23,200

174,"$5,243.13",14

52,"$1,544.72",416

113,$956.71,220

6,$399.99,471

177,$542.92,267

214,$236.31,498

160,"$1,742.59",190

134,"$1,081.21",58

264,"$5,744.62",58

145,$158.86,13

170,$404.31,83

217,$430.15,29

44,$536.35,46

340,"$1,062.40",425

454,$415.33,245

434,$601.23,107

96,"$1,050.50",22

121,"$2,417.38",281

24,$327.77,60

438,"$1,005.48",284

495,$636.05,484

433,"$1,360.22",88

251,$408.17,80

459,"$1,159.37",76

56,$399.30,326

402,$976.73,284

318,"$1,385.34",170

33,"$1,326.99",431

418,$471.65,231

163,"$1,271.78",228

196,$345.59,279

141,"$1,294.16",160

451,"$1,273.67",376

208,$116.14,283

150,"$2,354.63",48

215,$685.11,470

277,"$1,249.60",459

110,$499.77,326

223,"$1,184.86",479

38,"$1,361.47",62

438,$856.10,475

210,$285.52,304

324,$706.58,431

36,"$1,365.01",21

67,$331.50,332

1,$945.78,148

186,"$2,390.58",98

19,"$7,328.71",327

195,"$2,582.08",364

342,$271.92,391

48,$989.58,417

413,"$1,940.56",51

464,$180.04,366

497,$712.38,193

286,"$1,425.96",366

372,"$2,215.93",55

439,"$3,956.99",328

265,$676.79,493

56,"$3,731.87",293

413,$262.51,307

50,$797.01,136

302,"$5,426.18",222

44,"$1,868.38",141

327,"$1,709.05",363

328,$796.88,5

382,"$1,450.97",129

2,$187.50,75

24,$692.47,497

12,"$1,595.73",44

436,"$2,086.81",237

371,"$1,688.85",2

77,$429.00,16

363,"$2,060.82",498

285,$903.87,249

420,$109.38,186

216,$379.36,457

147,"$1,658.47",102

479,"$1,876.84",310

147,$343.08,445

201,$560.06,226

34,"$2,922.12",353

115,"$5,448.17",151

132,"$3,451.28",166

87,"$1,637.82",37

305,$582.21,463

294,"$2,008.67",15

169,"$3,441.28",50

264,$688.92,99

69,"$9,142.24",131

102,$730.03,230

304,"$3,212.42",426

244,$531.14,140

384,$825.53,91

360,"$4,419.27",15

418,$728.01,367

168,"$2,593.58",464

211,$964.61,363

277,"$1,981.11",116

472,"$2,184.49",189

24,"$2,970.44",103

291,"$1,342.73",50

80,"$1,964.58",212

74,"$2,934.58",211

396,"$2,775.46",500

434,$524.85,242

210,$790.76,332

219,"$1,155.97",176

388,"$1,187.47",280

243,"$1,169.50",286

182,$637.28,5

66,"$1,435.77",188

119,$200.76,242

202,"$1,060.42",185

306,"$1,748.69",117

296,"$2,680.18",317

25,$538.73,4

426,"$1,715.90",225

247,$563.58,330

37,$553.98,97

312,$504.21,438

248,$244.23,431

89,$677.51,411

271,$730.57,18

166,$140.39,259

414,$246.94,35

108,"$2,729.17",125

404,"$1,011.69",196

191,"$1,768.01",193

246,"$2,074.44",322

47,"$13,172.68",131

106,"$3,700.11",101

471,$752.54,65

473,$565.43,14

80,"$2,305.58",121

419,"$2,599.60",222

148,$747.03,486

1,"$4,541.43",75

8,"$1,369.90",81

179,"$3,045.86",228

332,"$1,339.51",78

93,"$1,025.54",46

429,"$1,175.31",422

130,$215.29,464

230,"$2,048.43",464

351,$137.56,496

259,$841.56,491

468,$469.58,1

24,"$2,369.51",15

164,"$6,233.56",36

325,"$1,963.34",323

418,$460.18,133

496,$354.39,251

128,$515.74,4

210,$117.51,142

289,$404.88,285

287,$586.58,212

406,$325.52,332

52,$961.32,407

174,"$2,910.77",431

279,$546.75,40

12,$312.97,222

16,$928.06,345

393,$820.58,375

364,$694.45,61

149,"$1,388.41",390

189,"$3,318.84",59

146,$203.33,469

415,$119.94,438

302,$563.76,265

221,"$1,016.89",448

140,$829.70,395

389,"$1,831.47",207

177,$399.37,17

356,$877.86,12

402,"$1,787.04",383

183,$381.86,311

373,"$9,909.09",289

237,$285.10,445

262,$660.97,106

322,$809.46,91

441,"$12,700.22",131

315,"$5,223.40",289

355,$295.25,424

399,$325.49,169

196,$446.90,94

181,"$1,073.26",97

270,"$1,019.30",54

152,$716.33,103

67,"$8,249.82",233

198,"$2,358.70",378

321,"$1,212.91",498

26,$772.29,64

392,"$3,028.97",92

433,"$1,645.41",398

332,$410.91,104

242,"$1,226.12",110

16,"$7,701.42",286

192,"$1,293.03",80

272,"$1,279.13",416

147,$754.79,323

495,$404.98,217

200,$427.09,75

347,"$2,237.03",67

184,$701.92,22

126,"$1,200.57",149

229,$961.47,49

240,$530.84,51

144,"$1,383.18",30

303,"$2,121.02",81

55,"$3,379.83",67

85,"$2,878.93",12

311,$925.57,466

348,$552.27,435

147,"$1,205.93",409

212,"$1,827.43",244

57,$447.50,298

163,"$7,999.45",257

194,$662.25,77

477,$885.56,196

292,$195.34,189

184,$391.84,361

115,"$5,196.90",148

281,"$1,131.80",464

269,$109.41,182

77,"$2,290.64",1

78,$226.63,330

293,"$1,289.61",86

95,"$2,810.94",153

310,"$5,353.12",273

145,"$2,950.04",280

478,$612.67,405

94,"$1,241.18",222

305,$860.16,491

40,"$1,053.50",111

63,$399.39,190

222,$392.49,432

113,$503.36,222

139,"$1,859.49",13

391,$209.79,109

12,"$1,340.40",432

275,"$2,468.73",93

382,$579.86,49

307,$914.28,176

92,"$1,238.30",479

300,"$1,188.37",25

351,$818.97,466

19,"$1,567.23",198

366,$803.68,323

160,"$1,085.23",191

272,$414.90,201

154,"$1,594.32",338

248,"$11,057.56",94

103,"$40,000.01",420

495,"$2,292.60",87

97,"$1,622.28",172

20,"$2,056.59",189

352,"$1,197.71",356

239,"$1,002.82",172

243,"$2,300.69",185

185,$112.68,103

16,"$2,696.80",421

306,$173.93,432

64,"$2,227.79",275

122,"$5,835.27",17

444,$851.77,396

84,"$19,520.41",359

182,"$2,453.79",389

363,$148.64,283

54,"$1,108.08",178

442,"$2,895.92",244

414,$281.76,62

19,"$1,351.93",340

396,"$3,352.84",259

320,"$5,727.57",149

63,$394.25,64

62,"$1,249.75",176

303,$585.05,306

403,"$1,835.52",480

286,$624.09,406

231,$485.38,146

199,"$2,609.02",63

219,"$1,026.77",357

457,"$1,906.01",467

409,"$2,055.46",330

98,$234.61,442

273,$536.10,386

436,"$1,851.60",318

299,$422.42,437

497,"$1,505.37",188

40,"$1,533.94",289

306,"$3,070.49",477

493,$832.70,222

3,$469.15,481

178,$427.69,473

474,"$1,608.40",179

477,"$2,839.21",237

40,"$1,636.83",109

52,"$1,312.95",432

319,$535.01,265

279,"$3,823.09",367

215,"$1,435.95",333

83,$438.05,328

247,$236.51,88

349,"$6,863.05",304

309,$641.92,390

318,$493.12,305

317,$417.63,215

467,"$2,321.13",287

14,$439.57,493

35,"$1,288.82",15

114,$430.44,158

383,"$1,970.04",110

421,$140.21,246

83,$434.83,41

94,$554.79,489

212,$110.44,244

333,$900.30,385

453,$385.82,183

364,$722.33,48

59,"$1,036.06",438

267,$546.43,95

378,"$1,501.58",45

457,$328.92,338

318,"$4,220.33",168

300,$708.18,280

246,$889.99,69

329,$221.76,336

188,$375.31,338

256,$334.06,121

227,"$1,667.16",159

368,"$2,075.40",75

390,"$2,256.76",471

458,$233.97,93

4,$556.65,204

64,$536.74,257

119,"$1,502.72",436

35,"$2,625.32",262

298,"$1,713.56",376

149,"$1,210.13",210

411,$406.40,240

12,"$1,149.51",19

16,"$6,527.56",452

51,$702.19,342

66,"$1,154.84",93

289,$451.25,464

269,$451.23,29

348,"$1,997.90",282

262,$901.06,423

477,"$3,496.07",375

364,"$1,424.96",359

421,$176.88,19

227,"$2,171.06",96

200,"$1,383.21",241

416,$574.33,490

140,"$1,856.97",280

294,$131.71,170

348,"$1,151.75",231

143,"$1,053.52",240

89,"$1,863.32",232

301,"$1,047.81",129

20,$820.97,189

184,"$1,841.66",219

45,"$5,702.55",1

342,"$2,749.06",335

99,"$2,351.05",454

359,$948.54,291

397,"$9,034.45",47

367,"$1,695.44",290

479,$245.54,231

123,$649.38,331
